"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9681867","-25.9681867","127.379882","127.379882","SAE","","","s_195221 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.714","0.409","","12.236","","","1.088","3.19","1.228","0.316","0.078","","6.245","2.73","0.059","","","","","","","","","","","","","0.084","","","0.397","","","","","","","","","","","","","","","","","","","1677","","","","","","","","","5","","11","3","","","","2","6","146","23.7","","0.8","","","272.4","63.7","122.1","534","67.7","3.9","","","","0","","","9","0","","","0.48","866.3","109.38","223.04","25.36","93.74","19.955","2.7199","18.171","3.072","19.393","3.933","11.188","","11.788","1.729","14.64","4.48","","","","","","","","","20.93","","52.6","7.01","","","","","","","","","","","","","","","","","","","","","","","","","925205",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9681296","-25.9681296","127.380432","127.380432","SAE","","","s_195223 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.91","0.314","","12.132","","","1.373","4.07","1.135","0.146","0.096","","4.953","3.471","0.04","","","","","","","","","","","","","0.094","","","0.516","","","","","","","","","","","","","","","","","","","2630","","","","","","","","","7","","3","0","","","","1","12","110","26.2","","2.2","","","172.7","72.6","152.9","759","66.7","14.3","","","","0","","","9","0","","","0.45","1064.6","113.01","235.13","28.1","110.52","24.905","4.3049","24.379","3.999","25.888","5.105","14.403","","14.929","2.264","19.98","4.21","","","","","","","","","20.06","","37.34","5.82","","","","","","","","","","","","","","","","","","","","","","","","","925206",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9527544","-25.9527544","127.3787153","127.3787153","SAE","","","s_195229 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","74.266","0.236","","11.97","","","1.99","2.83","0.864","0.122","0.072","","5.816","2.704","0.023","","","","","","","","","","","","","0.071","","","0.81","","","","","","","","","","","","","","","","","","","2356","","","","","","","","","3","","0","2","","","","0","0","90","26.5","","0","","","208.3","62.1","154.8","534","81.7","3.7","","","","0","","","9.1","0","","","2.39","1079.9","129.47","270.17","32","122.77","26.649","3.9137","24.737","4.1","25.431","5.054","14.456","","14.83","2.14","15.61","5.04","","","","","","","","","16.57","","45.12","6.57","","","","","","","","","","","","","","","","","","","","","","","","","925207",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9370987","-25.9370987","127.3214999","127.3214999","SAE","","","s_205104 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71.1","0.42","","12.35","","","","4.16","1.14","0.4","0.089","","7.07","2.2","0.057","","","","","","","","","","","","","0.015","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","9","","","","5","0.009","98","24.9","","0","","","285","91.9","117.5","592","63.7","5","","","","0","","","10","","","","1.21","1035","110","227","26","94.7","21","3.14","20.5","3.42","20.5","4.21","12.75","","12.1","1.76","17.5","4.4","","","","","","","","","22","","41.7","6.12","","","","","","","","","","","","","","","","","","","","","","","","","925208",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9934484","-25.9934484","127.2454638","127.2454638","SAE","","","s_205129 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71.3","0.39","","12.8","","","","3.61","1.32","0.67","0.086","","4.8","3.81","0.051","","","","","","","","","","","","","0","","","0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","6","","","","7","","100","26.3","","6","","","222","111.5","126.5","583","78.9","17","","","","0","","","14","","","","2.76","986","126","218","28.2","98","21","3.13","21.1","3.47","21.2","4.55","12.7","","13.3","1.95","16.9","5.9","","","","","","","","","52","","58","9.63","","","","","","","","","","","","","","","","","","","","","","","","","925209",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.963551","-25.963551","127.1934305","127.1934305","SAE","","","s_205135 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71.8","0.4","","12.75","","","","3.95","1.43","0.48","0.075","","5.56","2.57","0.048","","","","","","","","","","","","","0","","","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","","","","6","","55","26.2","","6","","","198.5","101.5","125","581","78","8","","","","0","","","28","","","","0.38","876","126.5","219","28.2","97.6","20.9","3","20.7","3.48","21.3","4.41","12.7","","13.35","1.93","17.4","5.8","","","","","","","","","57","","58","8.94","","","","","","","","","","","","","","","","","","","","","","","","","925210",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8811681","-25.8811681","127.1348421","127.1348421","SAE","","","s_205149 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71.4","0.41","","12.75","","","","4.21","0.58","0.43","0.054","","5.66","3.41","0.054","","","","","","","","","","","","","0","","","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","5","","","","7","","48","26.7","","10","","","224","43.7","141","647","74.9","7","","","","0","","","13","","","","0.57","953","139.5","276","31.6","114","24.9","3.97","25.3","4.23","25.2","5.15","14.45","","14.15","2","19","5.6","","","","","","","","","16","","48.4","8.72","","","","","","","","","","","","","","","","","","","","","","","","","925211",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8730757","-25.8730757","127.1564025","127.1564025","SAE","","","s_205150 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","66.1","0.84","","13.1","","","","7.04","1.2","1","0.05","","6.19","2.91","0.165","","","","","","","","","","","","","0","","","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","5","","","","10","","43","25.7","","14","","","331","77.6","107","686","53.3","4","","","","0","","","9","","","","2.95","862","94.1","171.5","21.4","77.8","17.25","3.68","18.1","2.98","18.05","3.8","10.65","","10.85","1.64","18.4","3.9","","","","","","","","","14","","36.9","5.25","","","","","","","","","","","","","","","","","","","","","","","","","925212",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8411186","-25.8411186","127.1842514","127.1842514","SAE","","","s_205153 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.5","0.27","","12.7","","","","3.18","1.08","0.32","0.102","","5.63","3.05","0.021","","","","","","","","","","","","","0","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","","","","0","","76","28.4","","8","","","235","88.1","153","620","92.8","8","","","","0","","","13","","","","1.37","1280","148.5","292","36.5","135.5","29.2","5.31","28.7","4.79","28.1","5.87","16.05","","16.35","2.36","19.6","6.7","","","","","","","","","14","","47.8","7.43","","","","","","","","","","","","","","","","","","","","","","","","","925213",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8108085","-25.8108085","127.2004815","127.2004815","SAE","","","s_205162 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.2","0.37","","12.5","","","","3.28","1.04","0.31","0.07","","6.67","2.63","0.043","","","","","","","","","","","","","0","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0","","","","8","","55","26.5","","0","","","267","64.3","107","516","80","5","","","","0","","","15","","","","0.41","996","133","231","29","102","21.3","3.1","19.8","3.14","18.25","3.7","10.35","","10.4","1.49","16.8","6.2","","","","","","","","","17","","51.9","6.9","","","","","","","","","","","","","","","","","","","","","","","","","925214",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.86095","-25.86095","127.2517853","127.2517853","SAE","","","s_205163 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","70.2","0.61","","12.95","","","","4.47","1.88","0.63","0.114","","4.76","3.14","0.104","","","","","","","","","","","","","0.036","","","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","0","","","","6","","126","27.1","","11","","","218","109.5","140","638","78.2","6","","","","0","","","13","","","","2.32","967","123.5","219","28.9","105.5","23.9","3.91","24.7","4.11","24.7","5.2","14.6","","14.8","2.13","19.3","5.6","","","","","","","","","38","","40.1","6.14","","","","","","","","","","","","","","","","","","","","","","","","","925215",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8319238","-25.8319238","127.2871452","127.2871452","SAE","","","s_205164 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","70.6","0.52","","12.65","","","","4.15","1.54","0.57","0.09","","4.55","3.14","0.088","","","","","","","","","","","","","0","","","1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","0","","","","6","","121","25.6","","6","","","209","116","133.5","516","73.6","6","","","","0","","","13","","","","1.55","893","120.5","215","27.7","100.5","22.7","3.46","23.6","3.85","23.7","4.9","13.9","","13.85","2.01","17.8","5.3","","","","","","","","","44","","38.5","5.82","","","","","","","","","","","","","","","","","","","","","","","","","925216",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0463359","-26.0463359","127.3018689","127.3018689","SAE","","","s_174692 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","63.524","0.786","","12.788","","","1.33","5.23","2.25","0.597","0.098","","7.025","2.85","0.156","","","","","","","","","","","","","0.015","","","3.995029","","","","","","","","","","","","","","","","","","","1274","","","","","","","","","9","","21","0","","","","2","0","28","24.5","","0","","","266.6","74.2","83.2","727","53.9","1","","","","0","","","3.6","0","","","0.72","1341","70.6","142.91","16.28","66.58","15.55","3.423","16.07","2.88","17.37","3.61","10.03","","10.93","1.65","20.21","3.25","","","","","","","","","8.55","","20.52","4.44","","","","","","","","","","","","","","","","","","","","","","","","","925217",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0209983","-26.0209983","127.4448222","127.4448222","SAE","","","s_189584 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","67.067","0.637","","12.832","","","1.239","5.49","1.861","0.45","0.097","","4.554","3.858","0.12","","","","","","","","","","","","","0.028","","","2.3027007","","","","","","","","","","","","","","","","","","","1706","","","","","","","","","10","","9","11","","","","5","5","71","27.2","","1.2","","","140.2","95.3","136","801","59.5","3.7","","","","0","","","5.8","0","","","0.28","1076","98.79","199.5","23.8","98.46","21.81","4.461","21.5","3.53","22.08","4.63","13.5","","12.84","2.13","20.09","3.7","","","","","","","","","9.53","","29.49","4.74","","","","","","","","","","","","","","","","","","","","","","","","","925218",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0206316","-26.0206316","127.4577763","127.4577763","SAE","","","s_189599 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","64.972","0.625","","12.893","","","1.779","4.69","2.79","0.81","0.069","","5.349","3.972","0.115","","","","","","","","","","","","","0.033","","","3.1348027","","","","","","","","","","","","","","","","","","","1445","","","","","","","","","9","","35","16","","","","9","2","48","23.6","","2.4","","","173.2","70.5","92.1","511","45.5","0.6","","","","0","","","6","0","","","0.89","1268","70.18","142.1","16.98","70.18","15.67","4.054","15.17","2.46","15.29","3.06","8.99","","8.41","1.38","14.22","2.83","","","","","","","","","16.17","","20.69","3.26","0.512167","","","","","","","","","","","","","","","","","","","","","","","","925219",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.009504","-26.009504","127.4106058","127.4106058","SAE","","","s_194632 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","66.223","0.627","","12.081","","","2.242","5.65","2.286","0.68","0.094","","5.049","3.571","0.125","","","","","","","","","","","","","0.07","","","2.9135346","","","","","","","","","","","","","","","","","","","321","","","","","","","","","10","","28","12","","","","7","4","21","26.9","","3.4","","","168","95.2","142","789","60.7","1.3","","","","0","","","4.4","0.8","","","0.2","1500","103.4","207.9","24.49","103","22.7","4.824","22.35","3.88","22.4","4.66","13.36","","12.67","1.92","21.28","3.58","","","","","","","","","6","","27.86","3.68","0.512171","","","","","","","","","","","","","","","","","","","","","","","","925220",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0631939","-26.0631939","127.4273234","127.4273234","SAE","","","s_194635 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","66.307","0.581","","12.414","","","1.974","5.7","1.619","0.493","0.039","","5.352","3.536","0.116","","","","","","","","","","","","","0.756","","","2.8573062","","","","","","","","","","","","","","","","","","","1063","","","","","","","","","7","","18","10","","","","6","3","23","26.9","","1.8","","","164.5","51.9","143.1","781","60.8","1.4","","","","0","","","4.4","0","","","0.5","1268","98.91","201.1","23.71","99.4","22.04","4.656","22.03","3.82","22.6","4.71","13.68","","12.76","1.9","20.6","3.55","","","","","","","","","6.24","","28.1","3.98","","","","","","","","","","","","","","","","","","","","","","","","","925221",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9885304","-25.9885304","127.2256302","127.2256302","SAE","","","s_205132 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71","0.5","","13.25","","","","2.69","2.04","0.67","0.071","","5.14","2.56","0.076","","","","","","","","","","","","","0","","","1.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","11","","","","9","","38","21.8","","11","","","126","114","92.6","482","47.7","5","","","","0","","","5","","","","1.54","1555","95.2","173.5","21.6","79.5","16.5","3.97","17.05","2.71","15.8","3.3","9","","8.75","1.26","14.9","2.9","","","","","","","","","32","","27.2","3.03","","","","","","","","","","","","","","","","","","","","","","","","","925222",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9005994","-25.9005994","127.3648561","127.3648561","SAE","","","s_185430 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.6","0.34","","12.45","","","","3.03","1.3","0.36","0.07","","5.6","3.06","0.042","","","","","","","","","","","","","0.005","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","6","","","","5","0.001","104","25.3","","0","","","256","53.6","116","395","69.1","3","","","","0","","","10","","","","1.33","778","132","268","27.7","97.6","20.2","2.4","19.55","3.28","19.7","4.09","12.5","","11.8","1.72","14.8","4.8","","","","","","","","","52","","47.5","6.08","","","","","","","","","","","","","","","","","","","","","","","","","925223",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9143356","-25.9143356","127.3709257","127.3709257","SAE","","","s_185433 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.1","0.4","","12.4","","","","3.55","1.3","0.41","0.109","","5.25","3.1","0.046","","","","","","","","","","","","","0.012","","","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","13","","","","7","0.001","69","24.6","","0","","","176.5","59.3","113.5","488","69.6","5","","","","0","","","9","","","","0.51","855","114.5","232","24.8","89.1","19.35","2.7","18.85","3.18","19.55","4.05","12.45","","11.8","1.73","16.4","4.8","","","","","","","","","25","","48.1","6.91","","","","","","","","","","","","","","","","","","","","","","","","","925224",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.1022269","-26.1022269","127.3638214","127.3638214","SAE","","","s_187070 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71.507","0.402","","12.234","","","1.135","3.33","0.944","0.41","0.035","","6.324","2.81","0.063","","","","","","","","","","","","","0","","","1.4533255","","","","","","","","","","","","","","","","","","","692","","","","","","","","","3","","16","3","","","","3","1","39","21.7","","2.2","","","258.3","43.7","113.4","560","72","0","","","","0","","","10.8","0","","","0.49","1145.3","111.82","230.24","26.31","96.79","19.209","2.7112","18.295","3.144","18.725","3.96","11.607","","12.052","1.782","15.87","4.62","","","","","","","","","8.99","","48.95","6.78","","","","","","","","","","","","","","","","","","","","","","","","","925225",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.1154953","-26.1154953","127.376426","127.376426","SAE","","","s_187075 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","73.219","0.374","","12.574","","","1.059","2.91","0.783","0.524","0.053","","6.016","2.541","0.06","","","","","","","","","","","","","0.01","","","0.5298667","","","","","","","","","","","","","","","","","","","1691","","","","","","","","","5","","9","2","","","","4","5","77","23.3","","1","","","270","63.9","116.1","424","68.4","4.6","","","","0","","","9.3","0","","","1.2","1019.3","118.67","242.39","27.28","99.8","19.756","2.881","18.356","3.057","18.96","3.97","11.707","","11.649","1.746","12.7","4.34","","","","","","","","","17.72","","44.01","6.28","","","","","","","","","","","","","","","","","","","","","","","","","925226",
